#{"t_start": 1736034574.6894507, "env_id": "None"}
r,l,t
4.313407,112,1012.477919
5.576989,202,1020.477875
5.474543,186,1027.431378
6.315884,166,1034.353876
6.191431,157,1040.618043
4.070384,173,1047.489473
3.690002,218,1055.863774
4.283826,189,1062.9195
3.532262,106,1067.457619
6.628497,198,1075.166251
2.960269,127,1079.995815
2.267397,142,1085.743818
4.274487,159,1092.173329
4.528211,157,1098.410878
3.788416,190,1105.932688
1.402237,186,1112.874994
4.375828,242,1122.100352
6.615523,154,1128.274121
6.631468,179,1135.307893
6.219706,259,1145.345407
8.233351,297,1157.038059
2.040466,83,1160.387989
2.087286,247,1169.90041
6.996081,235,1178.949685
7.067163,213,1187.590804
2.950768,145,1193.172895
8.070948,231,1202.010032
5.981349,234,1210.841759
6.615146,265,1220.88652
5.516561,294,1231.682148
5.627041,320,1244.118673
4.078706,134,1249.232351
7.678213,212,1257.446211
3.716412,173,1264.303199
7.469439,287,1275.17244
7.258294,275,1285.953859
7.751562,320,1298.031519
6.664299,210,1305.879997
6.839221,203,1313.775656
6.975677,214,1322.343413
7.368465,156,1328.17429
7.808664,442,1344.968231
2.69696,97,1348.779804
5.825346,289,1360.139796
5.169272,306,1372.240754
3.316503,321,1383.963679
6.392654,149,1389.883734
5.362291,117,1394.730191
5.044278,245,1404.083927
7.576716,241,1413.309955
5.523298,137,1418.906754
5.062105,220,1427.625072
6.992164,227,1436.464001
5.825939,226,1445.179657
8.15971,328,1457.555253
2.888199,152,1463.58393
6.488086,439,1480.109767
7.651224,140,1485.453555
6.856489,299,1497.096142
7.336759,376,1511.409804
7.878417,276,1521.938331
2.868981,156,1528.159852
5.833837,292,1539.642158
6.727446,502,1558.6106
5.619412,161,1564.708186
7.91658,405,1580.079604
4.669618,286,1590.962099
5.430211,259,1601.210795
8.57434,468,1618.845429
8.153843,255,1629.143533
8.204661,227,1637.947165
6.008927,140,1643.567879
2.699814,124,1648.341212
5.787252,178,1655.379112
7.618976,336,1668.055204
4.660946,115,1672.51449
7.113618,192,1680.046093
7.05221,249,1689.619858
5.269121,382,1705.942653
8.485591,458,1723.3505
2.689601,270,1733.647916
3.808907,157,1740.024563
5.20618,260,1749.897099
5.645717,195,1757.180905
5.427267,107,1761.607857
7.466507,289,1772.637104
5.361441,191,1780.113341
8.203345,247,1789.564476
7.959979,180,1796.942063
5.391573,161,1803.339835
2.376052,170,1810.010278
6.931203,193,1817.57319
3.775461,87,1820.988111
7.521774,255,1830.79266
5.243178,155,1837.069135
6.755333,269,1847.345398
3.613826,115,1851.749479
7.202655,230,1860.932203
5.548839,240,1870.469682
7.965376,238,1879.893365
4.306874,144,1885.884864
4.246568,143,1891.300637
3.718807,170,1898.058174
4.988821,394,1913.04268
8.124052,181,1920.485476
3.748933,155,1926.359012
5.644735,257,1936.520224
5.393273,322,1948.968538
2.884367,89,1952.432556
5.226151,168,1959.442176
4.769417,175,1966.388208
5.963687,237,1975.773103
3.360103,102,1980.05475
5.01656,171,1986.797857
6.634156,285,1997.636215
7.046949,192,2005.116427
7.156266,244,2014.538059
4.062453,141,2019.905127
3.761334,94,2023.548206
6.574902,202,2031.477976
6.948915,197,2039.232481
7.736158,179,2046.559776
5.386081,273,2057.342932
6.931545,219,2065.804652
4.871758,95,2069.486992
7.924519,234,2078.472703
7.639704,163,2085.256028
3.619796,146,2091.217332
4.678849,166,2097.520234
5.770291,197,2105.171737
4.583439,135,2110.240785
6.549239,190,2118.091439
4.995612,208,2125.819363
4.695741,144,2131.609401
4.405944,140,2137.248367
6.335998,188,2144.704581
7.09093,228,2153.114925
8.066886,256,2163.215492
8.962293,366,2177.240439
7.000171,166,2183.866005
7.489675,201,2191.336098
4.945636,126,2196.516556
7.389272,231,2205.848097
7.785584,315,2217.692612
6.801771,173,2224.568439
8.165538,211,2233.048805
8.000961,234,2241.713693
6.774536,233,2251.049159
7.482388,169,2257.733622
7.231666,320,2269.842592
8.291729,240,2279.036436
6.695288,146,2284.914922
7.978888,229,2293.413553
7.757175,218,2301.886621
7.980988,263,2312.296484
3.63742,129,2317.169875
6.390071,231,2326.489049
7.450212,282,2337.418289
6.639359,211,2345.7942
5.023778,315,2358.022755
7.594728,258,2367.898952
7.340845,220,2376.413147
5.828876,177,2383.408836
6.891966,244,2392.815966
7.353515,168,2399.470533
5.059653,199,2407.306102
6.564991,193,2414.901036
6.901779,231,2423.846673
7.833025,198,2431.703739
5.573314,202,2439.653731
6.464957,201,2447.880174
7.227485,179,2455.007043
7.782082,259,2464.943651
7.844584,245,2474.36639
2.9793,127,2479.181719
5.783473,244,2488.590125
5.914884,179,2495.983147
5.432383,380,2510.222849
6.672628,194,2517.816123
6.554053,218,2526.374319
7.233122,202,2534.274713
3.99729,185,2541.937485
6.997093,166,2548.169388
6.769081,190,2555.960378
5.550967,138,2561.14252
6.003953,153,2567.393343
6.663619,273,2577.787234
8.18303,280,2588.465508
6.828592,175,2596.211348
7.769926,280,2608.157333
3.929252,109,2612.791953
7.393499,276,2623.728734
1.528695,90,2627.42017
4.740508,111,2631.740306
6.564202,169,2638.42158
7.7122,227,2647.34885
7.619767,161,2653.813297
7.313411,232,2662.822602
7.284384,282,2673.536582
6.500847,170,2679.899226
8.453328,205,2687.966418
6.880984,177,2695.004399
6.640484,214,2703.277679
7.892988,241,2712.843487
7.542285,246,2722.311223
7.857778,298,2734.030107
7.723881,166,2740.319288
5.614547,173,2747.169188
6.268744,144,2753.002768
8.217806,213,2761.507371
6.739879,165,2768.022821
7.553501,236,2777.142939
4.012231,120,2781.759452
8.130584,220,2790.37583
5.103717,140,2796.048388
7.989726,143,2801.40718
7.523828,211,2809.572825
7.290611,233,2818.980413
7.128011,201,2826.934288
5.595413,171,2833.726955
5.710084,153,2839.803178
2.64538,148,2845.463309
7.248822,209,2854.043857
2.426627,144,2859.416879
7.031467,305,2871.399992
5.91517,347,2884.503129
6.322905,159,2890.75205
7.387171,228,2899.869599
5.67758,248,2909.399137
1.826657,106,2913.544263
6.782655,172,2920.336951
7.649193,230,2929.234048
8.117009,219,2937.788428
6.254415,225,2946.612151
7.758917,257,2956.514187
5.644621,259,2966.51357
8.190144,199,2974.018631
8.733729,295,2985.566366
7.642696,193,2993.103706
7.805671,214,3001.576083
7.951754,194,3008.973145
8.288157,190,3016.416876
6.171015,152,3022.130843
7.280199,202,3029.70769
6.725943,285,3040.895534
7.879175,279,3051.62261
5.664633,137,3057.194127
3.284961,74,3060.180448
5.603399,131,3065.551236
5.333736,170,3072.259673
7.611986,156,3078.196927
6.009911,133,3083.57387
7.429681,195,3091.210573
8.811089,308,3103.121479
7.757664,243,3112.540832
7.403749,190,3119.963355
9.523524,268,3130.10586
6.974244,191,3137.827198
5.027648,141,3143.643171
6.261934,136,3149.311059
7.773659,249,3158.788723
5.705198,188,3166.299918
7.22891,152,3172.340194
7.850418,351,3185.848407
7.337589,186,3193.140109
7.454549,181,3200.311925
5.794395,187,3207.670774
6.747429,289,3218.628409
7.230209,195,3226.319965
6.917697,235,3235.386038
5.821259,176,3242.3393
6.575547,217,3250.747466
4.612641,358,3264.481224
7.100084,186,3271.766048
8.095028,183,3278.893613
7.676681,170,3285.735214
6.320259,160,3292.068366
6.910016,148,3297.990127
6.858731,189,3305.721534
4.419432,98,3310.230224
6.304608,161,3316.672861
7.071881,238,3325.860069
6.942488,159,3332.252942
7.472965,187,3339.4988
7.145535,178,3347.223108
8.08086,171,3354.060573
6.447004,221,3362.659184
7.878882,198,3370.307467
6.450282,249,3380.270835
7.530712,182,3387.47144
6.208967,119,3392.425642
7.579509,195,3399.981714
7.757056,233,3409.446867
4.890672,296,3420.594458
8.56276,291,3432.021733
8.323763,295,3443.705359
6.984249,202,3451.475514
7.358879,183,3458.747224
4.706666,100,3463.016857
7.810591,260,3473.338862
6.404177,162,3479.409606
7.784582,185,3487.021232
7.72718,245,3497.60515
7.832786,199,3506.312674
5.964465,133,3511.781922
5.274611,103,3515.858395
7.014907,158,3522.157626
4.583869,130,3527.480198
7.664601,172,3534.303921
6.618532,152,3540.497978
6.551992,241,3550.139904
3.770494,97,3553.957205
7.111127,165,3560.552164
7.130672,148,3566.558786
6.828574,180,3573.587061
6.16388,142,3579.313894
6.895409,198,3587.063284
8.237745,171,3593.880713
5.075006,98,3598.079789
6.649145,208,3606.197142
5.01481,100,3610.389272
4.857294,133,3615.475816
7.659232,182,3622.97187
6.100131,158,3629.340312
3.74786,87,3633.106664
7.928515,170,3639.810765
6.444318,173,3646.607252
7.632347,188,3653.999444
6.461746,209,3662.678838
2.912772,101,3666.713247
5.151824,97,3670.88779
6.782975,170,3677.651217
7.151651,156,3683.890043
7.187408,141,3689.279652
8.358046,241,3698.89135
5.764538,356,3712.576916
5.935838,185,3719.874623
7.391814,204,3727.772794
5.549727,138,3733.361763
4.178483,97,3737.154931
7.484866,195,3744.821985
5.047738,107,3749.380152
7.63715,174,3755.797337
7.737179,204,3764.187162
4.289975,95,3767.890564
7.517672,248,3777.698587
3.637005,91,3781.319943
7.313683,212,3789.450425
8.134609,167,3796.101985
7.23713,148,3802.184097
7.602743,189,3809.650006
5.321651,163,3816.126571
7.454953,227,3825.050643
7.702546,212,3833.369357
6.938563,145,3839.256042
7.131583,177,3846.197648
6.097156,157,3852.452732
3.123633,76,3855.515735
5.304072,165,3862.169531
6.315095,193,3869.781179
7.429877,191,3876.887347
7.864701,176,3884.186663
7.589105,190,3891.412799
5.822904,179,3898.841486
7.48842,176,3905.397273
8.017733,169,3912.110151
7.064172,199,3920.37709
6.937251,156,3926.349185
7.042269,197,3934.062282
7.64204,196,3942.129024
6.661833,144,3947.594959
7.619145,202,3955.889986
5.99457,203,3963.8246
5.867487,111,3968.395525
7.501516,235,3977.568724
5.624764,175,3984.457053
5.264409,108,3988.977178
4.553685,100,3992.876325
4.420152,97,3997.037458
8.082521,192,4004.63284
7.375886,194,4012.264094
7.465818,172,4019.4822
4.936917,95,4023.186067
8.619952,185,4030.525945
4.240515,171,4036.951236
5.222232,104,4041.324928
7.179198,193,4048.975593
5.341911,102,4053.258014
7.033152,200,4061.429748
6.533158,142,4067.19453
8.044205,171,4074.005871
7.611618,182,4081.096447
4.546353,170,4088.106914
7.09677,187,4095.426104
4.794183,98,4099.666377
6.762814,217,4108.062391
7.651799,151,4114.130749
7.611452,193,4121.715556
5.360891,102,4126.098995
7.69831,180,4133.213446
7.672813,199,4141.228429
7.987455,179,4148.258097
8.301731,210,4156.460835
5.578274,104,4160.856282
5.059022,94,4164.847125
7.007421,181,4172.067479
7.334552,193,4179.633096
7.43848,192,4187.2307
4.699839,94,4191.2741
7.61722,236,4200.162483
5.895822,176,4207.095578
5.571807,137,4212.307149
7.640415,192,4219.887216
7.300126,155,4226.374793
6.500873,149,4232.331677
5.059131,97,4236.454499
6.978497,167,4243.169521
7.377596,179,4250.280767
7.265988,250,4259.874564
6.972639,228,4269.050097
5.036135,230,4278.032063
7.165544,162,4284.417746
7.287391,164,4291.028986
7.72753,178,4298.077704
5.289921,100,4302.355264
7.209247,176,4309.35076
7.775927,235,4318.400139
8.273899,220,4327.168719
4.326792,95,4330.899476
7.136249,277,4341.907209
5.896049,184,4349.227131
4.58236,94,4353.239259
6.248188,128,4358.127108
7.235756,213,4366.734746
7.49968,194,4374.357665
6.140665,206,4382.565373
6.334711,233,4392.137557
6.275627,191,4400.750851
7.463546,186,4409.015374
7.865834,195,4416.702928
7.577823,167,4423.361768
7.93842,256,4433.30607
4.796919,109,4437.896015
5.59629,168,4444.736699
8.087929,177,4451.953452
7.483874,252,4462.080986
7.849572,175,4469.030969
8.130622,253,4479.069583
7.31453,184,4485.999301
6.051075,254,4495.739008
6.139278,163,4502.598707
5.630762,172,4509.421288
7.792303,189,4516.86113
7.002316,174,4523.491589
3.679881,91,4527.477721
5.287787,170,4534.16441
7.373465,204,4542.127234
7.335632,153,4547.889187
4.391859,113,4552.607045
8.634531,229,4561.413163
4.356832,106,4565.464249
7.062437,179,4572.506941
4.548958,99,4576.386656
5.85941,244,4586.087856
7.240284,171,4592.906245
3.129561,97,4596.71167
7.59952,206,4605.205283
5.444427,150,4611.255017
7.389104,193,4618.797185
6.703517,204,4626.668758
8.029797,228,4635.76071
8.277091,192,4643.269533
7.72091,168,4649.875043
6.878802,176,4656.946164
4.962708,103,4661.237724
4.010876,282,4672.043322
7.344541,194,4679.613276
7.165448,194,4687.662952
6.898996,174,4694.519236
8.207812,272,4705.427521
8.234382,179,4712.582033
8.535834,265,4723.230391
6.880015,260,4733.236745
7.626621,163,4739.521028
5.036402,108,4743.988191
6.655254,159,4750.280722
7.167863,199,4758.057934
5.671741,256,4768.123418
2.270594,94,4771.782653
4.178285,97,4775.963514
8.102669,185,4782.828181
7.52544,190,4790.389584
7.40474,191,4798.028105
4.14778,117,4802.82266
7.646539,186,4810.174787
7.44152,197,4817.86525
7.783558,210,4825.716949
6.173317,187,4833.013531
6.124236,220,4841.703551
2.947818,207,4849.802816
6.942436,247,4859.678855
6.356188,345,4872.941935
5.691762,122,4877.764668
6.869014,228,4886.605758
7.244403,202,4894.888955
6.99087,197,4902.653325
6.51162,231,4911.592494
7.537839,293,4922.842518
6.600794,165,4929.429271
6.961378,172,4936.272944
4.956825,103,4940.976274
6.526249,182,4948.146979
7.126064,188,4955.149136
3.741766,109,4960.093121
7.760996,187,4967.491084
5.531992,121,4972.180635
7.274855,191,4979.974872
7.690184,172,4986.412533
3.560875,177,4993.498241
7.481354,159,4999.907954
6.303469,165,5006.543325
4.501815,223,5015.277889
6.902746,169,5021.989868
8.476021,168,5028.789792
3.046248,148,5034.754855
2.086201,97,5038.598136
5.245819,266,5049.153174
5.485928,112,5053.445105
7.215653,192,5061.003537
5.535992,104,5065.447376
4.722224,173,5072.215594
7.516618,276,5083.106769
7.352596,175,5090.100964
4.310089,103,5094.090091
4.669719,94,5098.079129
8.268273,194,5105.695544
8.259968,175,5112.640551
7.838707,190,5120.166472
6.145178,258,5130.400938
7.05324,192,5137.917847
6.370841,145,5143.730258
8.188226,238,5153.274882
6.845328,192,5160.819117
7.919986,203,5168.386102
7.997722,245,5177.83152
6.783528,318,5189.887889
7.205926,199,5197.72081
6.616964,172,5204.509584
5.557955,135,5210.071949
2.867046,214,5218.315599
6.800709,186,5225.590926
7.297407,201,5233.380508
7.303898,165,5239.682512
7.942385,190,5247.577878
7.883308,258,5258.127802
7.158158,164,5264.611379
7.114082,164,5271.139185
6.346763,262,5281.083611
6.953898,174,5287.989915
6.536379,196,5297.129547
1.97627,125,5302.974601
7.697068,174,5310.291299
7.285885,255,5320.210499
3.270754,104,5324.339838
4.28549,101,5328.739408
1.814151,100,5332.650461
7.942016,172,5339.629423
6.946714,184,5346.916418
5.132698,103,5350.893666
6.950923,202,5358.835284
7.170761,176,5366.113389
6.909258,218,5374.553376
4.04545,96,5378.672606
6.666907,206,5386.774533
6.547815,175,5393.763488
7.720826,257,5403.574945
7.701616,153,5409.726161
8.204921,253,5419.485708
5.935721,170,5426.211809
6.890413,182,5433.361135
6.323047,172,5439.830963
7.551422,171,5446.637831
7.457617,198,5454.397251
7.446901,175,5461.368399
7.337315,271,5471.796995
1.944843,110,5476.547848
7.670578,188,5483.981454
7.005028,171,5490.767829
7.548367,234,5499.826194
5.361511,382,5514.242928
6.594541,160,5520.5699
7.815541,214,5528.783793
7.42192,239,5538.326452
7.509178,188,5545.752925
5.637354,157,5552.096385
7.484332,184,5558.97221
7.999385,232,5568.387166
7.299923,173,5575.247312
6.715757,183,5582.477763
7.135499,169,5588.794834
7.190877,174,5595.75238
7.508724,170,5602.49391
7.877669,207,5610.92932
7.736607,219,5619.443708
6.071714,164,5626.037732
4.558518,193,5633.610687
6.723568,155,5639.908276
7.66533,304,5651.439474
6.845419,156,5658.009649
7.327874,196,5665.71087
6.487638,164,5671.863882
6.632753,145,5677.836402
7.301667,241,5687.584451
5.356675,266,5697.712356
6.006843,144,5703.504851
7.974313,227,5712.196506
7.218133,181,5719.593038
6.503428,166,5726.235842
8.162313,174,5733.047766
7.973031,168,5739.658504
6.843213,240,5749.300682
7.59065,172,5756.125634
5.193617,225,5765.162272
7.371971,178,5772.174258
7.900071,185,5779.416347
7.991952,199,5787.279694
8.081214,340,5800.080557
7.024704,140,5806.137926
7.607438,179,5813.157529
5.113535,99,5817.02535
7.89935,186,5824.239851
7.836087,207,5832.270804
7.909718,217,5841.229225
7.406494,233,5850.166403
7.317274,195,5857.810805
7.673277,185,5865.122951
7.711289,172,5871.64748
7.331394,183,5878.822299
7.076596,191,5886.487649
7.999438,264,5896.671218
7.286656,192,5904.144892
5.113615,130,5909.44851
6.693792,494,5928.369347
7.59602,222,5936.959315
7.292669,179,5943.843884
7.472753,206,5951.834658
7.710333,154,5958.111101
8.056245,256,5968.046298
5.497136,159,5974.33677
7.592771,193,5981.954239
5.4914,107,5986.510648
7.118508,144,5992.021383
6.638079,174,5998.871074
7.617765,188,6006.636152
5.469548,110,6010.820946
4.969816,104,6015.286137
5.905075,164,6021.800696
5.254105,101,6025.816767
7.584473,196,6033.451399
7.543013,158,6039.747445
5.262126,162,6046.293791
7.703149,157,6052.635678
3.575305,99,6057.088694
5.734874,294,6068.218615
7.759072,183,6075.488353
4.478012,187,6082.779991
4.252747,170,6089.548092
7.408498,309,6101.687586
7.788876,182,6108.9291
7.319661,175,6115.874129
6.582167,196,6123.592927
5.671718,135,6129.016022
7.077792,149,6135.102094
6.042482,152,6141.225067
7.824005,239,6150.432505
7.559786,234,6159.495092
7.175352,162,6166.089329
6.827053,213,6174.285296
8.388893,252,6184.012728
7.215898,141,6189.693164
7.195445,233,6199.907994
5.635937,266,6211.001011
5.146038,103,6215.033303
7.545631,194,6222.667993
7.416844,207,6230.801136
8.226565,184,6238.012911
6.378213,204,6246.349766
6.981056,198,6254.143605
7.320718,241,6263.370973
6.818454,296,6274.858793
8.028725,221,6283.787877
4.918793,142,6289.135825
5.986751,136,6294.725574
7.127296,178,6301.726264
6.740094,254,6311.789747
7.144645,183,6319.017128
5.156635,131,6324.076563
7.355916,185,6331.355028
6.156974,158,6337.642627
7.358326,211,6345.916098
6.509513,169,6352.568102
7.683568,221,6361.077978
7.046037,195,6368.598444
7.641522,187,6376.60879
6.91332,169,6384.185444
7.60408,245,6395.413855
5.810434,148,6401.580787
7.835094,285,6413.976769
5.55197,102,6418.248569
8.166405,208,6427.152209
7.42747,187,6435.536162
7.575076,197,6444.338465
8.482819,295,6456.531593
4.407196,127,6461.806268
7.641476,225,6471.07051
8.453908,201,6480.087864
7.981295,177,6488.134555
7.954982,181,6495.838292
7.561265,186,6503.098048
6.288822,180,6510.736151
7.510337,182,6518.766898
7.531898,196,6527.399409
6.956612,175,6534.24714
7.607529,204,6540.595889
6.374471,168,6545.705391
8.144898,182,6551.442754
5.433447,113,6555.185699
6.685704,170,6560.810641
7.941081,177,6566.512047
3.815594,109,6570.038326
7.038096,179,6575.843443
6.334269,140,6580.600657
6.559563,148,6585.409999
6.73557,173,6590.932737
6.783998,195,6597.202051
6.901618,202,6603.508359
6.956668,187,6609.372018
7.620999,166,6614.683373
8.343506,228,6622.102723
6.501345,170,6627.687132
7.316329,193,6633.776652
7.256593,177,6639.481686
8.348501,186,6645.681675
8.560706,276,6654.180084
6.687355,184,6660.996676
5.709423,261,6671.705337
7.429756,186,6679.373269
7.817932,210,6688.018866
7.540813,191,6696.08165
6.324314,132,6701.384472
8.140681,210,6710.236563
7.539779,190,6718.218011
5.75951,150,6724.41797
7.991498,215,6733.196573
7.912022,280,6744.587529
4.63593,149,6750.710669
6.240056,180,6758.203884
6.870364,191,6766.107419
6.949457,220,6775.055387
6.395721,203,6783.667648
5.249219,134,6788.960073
5.465999,101,6793.439487
7.142309,179,6800.802279
4.479747,111,6805.301325
7.466487,244,6815.566018
6.432979,164,6822.51541
5.825161,183,6830.257487
7.139966,169,6836.973164
6.788839,179,6844.49395
7.348123,209,6853.190624
5.946525,140,6859.148078
7.450357,217,6868.151724
6.999395,155,6875.055086
7.821408,185,6882.65532
8.130432,155,6889.25129
6.885364,189,6897.078598
6.866934,151,6903.546124
6.917617,150,6909.642137
6.801364,186,6917.24033
7.5398,168,6924.451628
6.821696,183,6932.221278
7.585558,195,6940.517084
7.251755,202,6948.71971
7.371342,196,6956.874987
7.210771,210,6965.849954
7.801023,194,6974.56666
7.818092,216,6984.828817
6.744087,141,6991.109812
8.017325,171,6998.835768
5.559312,161,7005.38655
7.575858,176,7012.44824
7.822658,230,7021.587235
5.770111,135,7027.066778
6.855547,142,7033.180555
5.519864,128,7038.128547
6.33956,142,7043.895893
6.176261,164,7050.758042
7.653721,172,7057.534552
7.371202,196,7065.484194
7.206894,166,7072.461116
8.13627,226,7082.122477
5.682562,143,7088.069815
6.686796,132,7094.815978
5.663439,126,7100.878826
8.117892,195,7109.318278
6.937577,183,7116.94221
7.873258,186,7124.885241
8.36412,202,7133.709856
6.549093,136,7139.431304
8.050578,245,7149.927996
7.555205,151,7156.531839
7.003057,210,7164.950769
6.22669,276,7176.075574
6.508134,214,7184.899786
7.051746,195,7193.870657
6.674204,175,7201.528572
7.826037,187,7209.239845
8.18141,179,7216.498375
6.546429,198,7224.382959
6.926965,218,7232.924078
7.196761,144,7239.251704
6.903935,151,7245.190717
6.969576,226,7253.694408
6.485107,146,7259.941319
7.261779,204,7269.105856
7.36822,196,7277.735119
4.901545,199,7286.587634
6.435888,160,7293.441319
8.01323,174,7301.227484
6.68472,180,7309.354998
6.994156,211,7318.632485
7.050141,205,7327.586054
7.153921,170,7335.232875
6.363902,140,7341.635839
5.934253,135,7347.477567
6.432964,214,7357.180465
7.84236,260,7368.39486
7.568278,182,7376.704566
7.106526,170,7384.166064
7.310558,206,7392.914183
7.9552,197,7401.398415
7.836349,180,7409.208297
7.375112,204,7418.274953
7.390977,190,7426.514588
6.869502,156,7433.083057
7.187675,200,7441.927857
7.536563,220,7451.236941
6.972675,138,7457.323847
7.444981,234,7467.162574
7.493677,175,7474.831135
8.073169,192,7483.273453
6.685532,175,7490.914272
7.434437,223,7500.829125
2.392626,128,7506.307644
3.700338,97,7510.877103
7.678118,192,7519.161872
7.780551,188,7527.418365
7.749044,182,7535.312096
7.124457,246,7545.573795
8.248067,185,7553.548358
5.80688,186,7561.234184
7.569047,168,7568.408643
5.522193,169,7575.57919
7.117213,137,7581.444484
7.236584,246,7591.780901
7.655366,175,7598.830812
7.345629,187,7606.416265
7.20326,147,7612.36243
4.419357,95,7616.708107
7.165645,237,7626.146348
5.830045,180,7633.397598
4.991125,127,7638.755128
6.755484,146,7644.622644
7.525833,198,7653.349031
7.524494,262,7663.818721
8.404016,176,7671.246675
7.447355,189,7678.836389
7.07195,157,7685.510028
6.326984,129,7690.689061
6.642956,138,7696.790876
7.348594,167,7703.64493
7.471653,169,7710.58502
6.585857,172,7717.594009
5.802751,110,7722.202999
7.936983,220,7731.252145
7.866516,191,7739.510194
8.260548,173,7746.820154
6.05482,157,7753.552188
7.23163,178,7760.999308
3.99825,130,7766.218178
5.3605,194,7774.583221
7.27046,201,7782.937304
7.89961,251,7793.100627
